"","Acss1","Adcyap1","Adgrl2","Aqp4","Arc","Arf5","Arhgap24","Arl4d","Arx","Batf3","Bcl6","Bdnf","Bgn","Btg2","Calb2","Car12","Car4","Cbln4","Cck","Cdh13","Cdk6","Chat","Chodl","Chrna6","Col6a1","Cplx3","Cpne5","Crh","Crispld2","Csrnp1","Ctgf","Ctxn3","Cux2","Cxcl14","Ddit4l","Deptor","Egr1","Egr2","Egr4","Enpp2","eRNA1","eRNA2","eRNA3","eRNA4","eRNA5","Fam19a1","Flt1","Fos","Fosb","Fosl1","Fosl2","Foxp2","Frmd7","Frmpd3","Gad1","Gad2","Gda","Gpc3","Gpr3","Gpx3","Homer1","Hsd11b1","Htr3a","Igf1","Igtp","Itgam","Junb","Kcna1","Kcnip2","Kcnk2","Lhx6","Lmo2","Mab21l1","Mdga1","Mgp","Mog","Mybpc1","Myh8","Myl4","Mylk","Myo1c","Ndnf","Nectin3","Nectin4","Ngb","Nos1","Nov","Npas4","Nptx2","Npy","Nr4a2","Nrn1","Obox3","Osgin2","Otof","Parm1","Pax6","Pcdhac1","Pcdhac2","Pcdhgc3","Pcdhgc4","Pcdhgc5","Pcp4","Pde1a","Pde1c","Pdgfra","Pdzrn3","Penk","Plcxd2","Pnoc","Ppm1h","Prok2","Prss22","Ptgs2","Pthlh","Pvalb","Qrfpr","Rasgrf2","Reln","Rerg","Rgs10","Rgs12","Rgs2","Rorb","Rprm","Rspo2","Scnn1a","Sema3c","Sema3e","Serpinb11","Serpine1","Sla","Slc17a7","Slc25a36","Slc5a7","Smad3","Sncg","Spp1","Sst","Stac","Sulf2","Synpr","Syt17","Syt6","Tacr1","Tacr3","Tacstd2","Tbr1","Tcerg1l","Th","Thsd7a","Tnfaip6","Tnfaip8l3","Tnmd","Tpbg","Tph2","Ucma","Vgf","Vip","Wt1","Wfs1","Tnnc1","Sccpdh","Rbp4","Etv1","Drd1"
"6539x904",2,0,1,0,0,0,0,0,8,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,6,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,8,0,0,0,5,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"6507x4885",8,1,55,6,20,15,0,12,54,1,17,0,0,0,0,0,2,0,24,45,0,2,0,0,7,2,3,0,0,0,0,0,0,19,0,9,9,0,3,0,0,32,44,0,0,24,0,0,0,1,0,1,0,0,12,7,19,3,0,0,1,1,0,0,1,0,3,23,0,0,1,0,5,0,1,0,3,0,6,17,17,0,11,0,2,0,9,0,3,0,0,16,0,0,22,16,10,4,0,14,0,15,49,4,0,0,3,0,0,0,46,11,12,0,12,0,0,1,4,0,14,0,14,0,0,4,2,11,0,0,0,10,167,0,0,4,0,0,0,3,16,0,43,0,0,0,17,7,9,0,0,13,0,0,5,0,0,2,0,1,59,0,5,7,7,0
"6554x3722",10,0,62,10,11,26,4,20,94,7,18,0,3,0,0,0,0,0,28,48,0,12,0,1,2,5,0,1,19,1,4,0,0,35,0,8,9,0,2,10,0,0,50,0,0,20,0,0,0,0,1,0,0,0,8,1,29,0,0,0,11,0,0,3,7,0,0,17,0,0,0,0,0,0,1,1,19,0,19,4,4,0,2,0,3,15,33,0,0,0,1,13,0,4,51,30,19,0,0,23,0,19,7,9,0,0,6,17,3,0,10,14,25,1,0,0,0,5,0,0,0,0,5,1,0,0,1,0,0,0,0,7,203,0,0,12,0,0,9,0,9,0,39,0,2,0,16,3,18,0,0,9,9,0,5,0,2,0,0,1,41,0,15,5,3,0
"6551x4199",2,0,22,0,4,20,0,7,26,0,0,0,3,0,0,2,0,0,8,14,0,2,10,0,9,0,0,0,0,0,17,0,0,7,0,0,17,0,0,0,0,0,9,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,23,0,0,0,0,0,7,0,2,1,0,0,1,24,0,0,0,0,3,4,0,0,0,1,0,0,0,24,5,0,0,1,4,0,4,70,15,0,0,8,0,0,0,12,9,1,0,3,0,0,0,0,0,0,3,2,0,0,11,0,15,0,0,0,22,75,2,0,18,1,0,2,0,4,0,3,0,0,0,1,22,1,0,0,36,0,0,0,0,0,0,0,0,0,7,4,0,10,8
"6536x602",1,0,0,3,0,3,0,5,31,0,2,0,1,1,0,0,0,2,6,0,0,8,0,0,1,9,0,0,1,0,5,0,2,11,0,6,27,0,0,0,0,1,35,0,0,9,0,0,0,0,0,0,0,0,2,0,3,0,0,0,13,1,6,7,3,0,0,1,3,3,0,0,0,3,0,0,56,0,15,0,0,0,0,0,0,4,0,0,0,0,0,7,0,1,14,0,0,0,1,5,0,0,17,7,0,0,15,0,7,0,13,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,4,0,2,0,0,0,10,0,2,0,8,0,1,0,0,0,0,8,0,0,0,0,0,21,11,3
"6602x4466",4,0,14,0,0,8,0,3,33,3,2,0,0,1,4,0,0,1,4,3,0,0,0,0,34,0,1,3,0,0,10,0,0,2,0,0,13,0,5,7,0,0,21,0,0,0,0,1,1,0,1,2,0,0,0,0,9,4,0,0,13,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,16,10,0,1,3,0,15,0,5,8,2,5,1,0,17,0,8,24,13,0,0,0,1,1,0,24,24,7,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,74,1,0,23,0,0,18,3,0,0,13,0,1,0,0,3,2,0,0,1,7,0,2,0,0,0,0,0,0,0,7,1,19,0
"6587x1330",0,0,9,0,0,6,0,2,47,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,19,0,0,6,0,0,2,0,0,0,0,0,22,0,0,1,0,3,5,1,0,10,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,2,2,1,0,0,0,0,0,1,2,8,5,6,0,0,0,0,2,23,4,0,0,0,0,3,0,6,0,1,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,12,26,0,0,0,0,0,0,1,11,0,3,0,0,1,0,0,4,3,0,14,3,0,0,0,0,2,0,0,0,0,4,0,15,0
"6636x5138",0,7,2,1,2,0,0,9,16,5,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,5,7,0,1,0,0,11,1,2,0,0,27,0,4,0,0,11,32,0,0,5,0,6,1,0,0,0,0,0,17,34,7,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,2,0,7,0,0,0,0,0,0,0,0,1,0,0,0,10,0,28,2,0,0,0,0,0,2,0,0,0,4,0,0,0,6,0,0,0,22,0,2,0,0,11,0,0,1,0,0,0,0,0,21,0,0,0,0,0,158,0,8,1,7,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0
"6661x3360",0,0,13,4,14,16,1,0,26,0,24,0,0,0,8,1,0,0,8,19,0,0,0,0,12,4,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,13,0,0,10,0,0,0,0,0,11,0,0,6,1,14,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,4,1,0,0,3,1,0,0,0,0,13,0,0,0,0,0,2,2,3,0,0,0,0,1,0,0,7,7,0,0,0,0,1,0,0,4,0,4,1,0,0,0,1,0,0,0,0,57,1,0,0,4,1,0,0,0,1,17,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,4,0,9,0,0,4,0,0
"6659x1919",3,0,8,0,3,6,0,0,26,0,12,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,14,0,6,0,0,4,0,0,9,0,0,0,0,3,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,4,4,0,0,0,0,1,0,0,0,6,0,0,0,0,31,0,28,0,10,0,0,0,5,0,0,0,0,0,0,0,6,0,2,0,0,9,0,0,28,0,0,0,1,26,6,0,6,3,0,0,11,0,0,2,0,0,0,1,5,0,0,0,0,1,0,0,0,0,57,0,0,0,0,12,2,0,23,0,0,0,0,0,0,5,6,0,0,12,0,0,3,5,5,0,0,1,0,0,8,3,13,0
"6680x472",0,8,5,0,1,2,0,0,15,6,10,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,10,0,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,2,0,4,0,2,0,0,1,9,0,0,0,9,4,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,7,73,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,2,6,1,13,22,0
"6703x935",0,2,1,0,1,4,0,0,1,0,6,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,2,0,0,1,4,7,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"6639x4640",1,10,15,0,14,33,3,1,66,0,8,0,0,0,2,0,0,0,2,3,0,0,0,0,18,3,0,5,0,0,2,0,0,1,0,6,41,0,8,0,0,20,58,0,0,2,0,0,1,0,1,7,0,0,2,4,32,0,1,0,19,0,0,0,0,0,1,3,0,0,2,2,0,9,0,0,17,0,1,0,1,0,3,0,0,0,3,0,2,0,6,3,0,0,10,0,0,1,3,0,0,5,214,12,0,0,5,5,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,48,154,0,0,5,0,0,0,0,7,0,5,6,0,0,0,8,3,0,0,0,0,0,0,0,0,17,0,0,9,2,0,13,4,0
"6671x2502",0,0,6,2,5,6,0,3,46,4,18,1,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,0,0,10,0,39,43,0,0,3,0,0,2,0,0,0,0,0,0,0,16,0,0,0,2,0,0,7,12,0,0,12,0,0,0,0,0,0,0,9,5,0,0,0,3,0,0,2,0,9,11,0,0,0,0,4,0,0,0,5,0,0,1,1,0,1,15,1,0,9,0,0,0,0,4,9,1,0,0,0,0,0,0,0,0,0,1,6,0,9,7,0,0,0,0,0,86,7,0,26,18,0,0,0,0,0,13,0,0,0,0,5,0,0,0,28,0,0,0,0,3,3,4,0,0,5,0,1,9,0
"6748x1303",1,0,7,0,10,20,0,2,46,0,30,6,0,0,1,0,0,0,10,7,0,0,0,1,6,9,9,0,0,3,1,0,2,7,0,2,19,0,1,0,0,5,39,0,0,0,0,1,11,0,0,1,0,0,5,1,4,1,0,0,12,0,0,2,0,0,0,9,0,0,0,0,0,5,0,0,0,0,1,0,14,0,0,6,6,0,0,0,0,0,0,7,0,1,15,0,0,1,8,13,0,12,33,2,0,0,9,3,1,0,20,25,16,0,7,2,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,25,145,3,0,0,5,0,2,0,23,0,3,12,0,0,0,9,4,0,0,10,0,0,1,0,0,4,0,0,3,0,8,2,17,1
"6740x6295",2,14,33,0,4,33,0,6,118,3,2,3,1,1,0,0,0,0,40,32,0,6,0,0,8,0,12,0,0,0,0,0,0,4,0,0,24,0,8,6,0,15,34,0,0,6,0,8,0,0,1,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,4,16,0,0,0,0,0,5,0,0,4,0,1,0,22,0,9,0,10,0,11,1,6,0,0,12,0,10,2,24,0,0,3,13,0,3,0,11,0,0,14,9,5,0,32,53,13,0,6,0,0,1,0,0,0,6,9,0,0,2,6,5,6,0,0,0,170,1,0,3,0,0,0,5,1,0,14,0,0,0,8,2,2,0,0,10,1,0,0,0,9,5,0,0,4,0,18,1,3,7
"6731x1709",0,0,49,5,6,13,0,9,50,0,7,10,0,0,3,0,0,1,13,23,0,0,12,0,18,31,3,0,2,0,7,0,0,1,0,0,18,0,0,0,0,34,14,0,0,6,0,1,4,0,0,0,0,0,0,0,12,0,0,0,4,1,0,2,8,0,2,30,0,2,0,2,0,0,1,0,8,0,25,0,1,0,4,3,0,0,3,0,0,0,0,3,0,8,7,1,3,0,1,8,0,0,97,14,0,0,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,2,7,6,3,1,0,0,33,135,0,0,12,2,0,0,3,12,0,0,0,0,0,4,14,4,0,0,22,19,0,1,0,7,3,0,1,10,0,0,29,14,4
"6744x2301",0,0,21,1,4,20,2,4,56,0,3,0,0,11,0,0,0,0,6,12,0,0,0,0,32,0,1,1,0,0,7,0,5,0,0,0,0,0,0,0,0,16,37,0,0,0,0,0,3,5,0,0,0,1,1,0,8,3,0,0,0,0,0,0,1,0,1,2,0,0,3,0,1,0,0,0,2,0,2,0,1,0,0,3,6,0,6,0,0,0,0,1,0,8,3,0,0,0,1,3,0,2,16,1,0,0,7,0,0,0,4,6,8,0,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,16,38,0,0,1,0,0,3,0,16,0,1,2,0,0,0,13,0,1,0,19,0,0,7,0,0,3,0,0,0,0,0,9,31,0
"6776x3036",4,1,27,3,5,8,1,0,26,11,23,2,0,0,0,0,0,0,2,1,0,14,0,0,4,0,5,2,0,0,0,0,0,1,0,0,62,0,7,0,0,0,49,0,19,0,0,33,19,0,0,1,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,12,0,4,0,2,2,0,6,3,0,0,1,0,7,0,5,59,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,5,0,0,2,0,0,2,0,0,0,30,0,0,2,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3
"6725x5468",10,0,0,2,12,5,1,12,29,4,17,2,2,8,5,0,1,0,16,6,0,2,0,0,1,14,6,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,14,6,0,0,2,7,7,0,1,2,0,0,13,6,5,0,0,0,3,0,0,0,0,5,0,5,0,0,0,1,0,0,1,0,9,0,9,0,13,0,0,1,0,2,0,0,0,0,1,3,0,2,1,0,0,0,0,12,0,0,13,7,0,0,1,0,10,0,15,3,1,12,0,2,0,0,0,0,10,17,0,0,0,0,8,0,0,1,0,1,36,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,4,0,0,1,0,0,7,3,0
"6792x1208",1,0,0,0,6,5,0,0,17,0,4,0,0,0,0,0,0,0,2,4,0,8,0,0,4,0,9,0,0,0,1,0,2,2,0,0,11,0,5,0,0,1,33,0,0,0,0,0,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,14,2,0,0,7,0,0,0,9,18,8,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,2,0,0,5,0,6,0,11,0,3,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,9,0
"6778x1483",0,0,7,0,10,6,0,0,19,8,1,0,0,1,0,0,0,0,4,0,0,0,0,1,0,16,0,0,14,3,53,0,0,0,0,2,44,0,1,0,0,22,30,0,4,0,0,33,9,0,0,0,0,1,0,0,2,4,0,0,28,5,0,0,1,1,8,4,0,0,0,0,0,0,0,3,1,0,18,0,17,0,0,0,0,0,12,0,0,0,0,30,0,1,7,0,5,4,3,7,0,2,22,6,0,0,4,0,3,0,21,1,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,78,3,0,1,0,0,2,0,2,9,0,0,0,0,0,8,1,0,0,5,5,0,0,7,0,9,0,0,0,0,0,2,21,0
"6777x4498",0,4,6,0,18,17,1,3,20,3,1,0,0,1,0,0,0,0,0,3,4,0,0,0,18,2,0,0,0,0,2,0,0,0,0,0,33,0,4,0,0,4,9,0,0,0,0,14,0,0,0,4,0,0,8,0,5,0,0,0,43,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,11,0,0,3,0,8,0,2,124,6,0,0,0,0,0,0,8,21,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,14,53,1,0,3,0,0,0,1,2,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,6,0,0
"6812x5727",4,0,51,2,8,21,0,13,28,6,19,8,4,0,0,0,2,0,26,5,0,4,1,0,17,0,14,1,17,0,0,0,0,2,0,10,44,0,2,17,0,0,53,0,0,1,4,1,1,2,0,5,1,0,41,16,10,0,1,0,5,0,0,0,7,1,0,4,0,0,0,0,0,0,0,1,7,0,8,0,1,1,0,0,0,3,4,0,3,0,14,17,0,9,15,0,1,5,0,7,4,24,64,21,0,0,0,0,2,15,10,24,9,7,2,0,0,1,0,1,0,12,2,0,0,2,1,0,2,0,0,1,181,0,1,4,0,0,9,6,8,1,9,0,0,0,0,1,0,14,3,6,0,0,0,0,0,4,0,0,0,0,35,22,2,2
"6775x593",0,0,17,0,3,8,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,13,1,0,29,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,0,0,0,0,0,0,0,0,9,7,3,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,7,0,39,0,0,0,0,0,0,4,11,0,0,0,5,15,0,0,3,0,0,0,0,5,1,3,15,0,1,0,2,0,2,0,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,69,10,1,0,0,0,0,0,3,5,1,0,0,0,0,0,1,0,0,29,0,0,1,5,0,0,0,0,0,1,0,1,11,0
"6851x1827",0,0,19,7,5,3,0,1,43,0,18,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,1,21,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,20,1,1,0,0,2,0,1,2,0,0,0,1,1,0,1,0,1,0,0,0,3,0,1,14,4,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,27,0,0,6,2,0,11,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,10,0,0,1,17,0
"6812x2844",0,1,2,0,1,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,5,0,1,0,0,5,0,0,0,0,0,0,8,0,0,0,5,0,0,23,8,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,22,1,0
"6801x3193",3,0,7,0,0,8,0,3,58,0,17,0,8,0,3,0,0,0,9,2,0,0,0,0,6,0,5,0,0,0,0,0,0,3,0,0,31,0,3,4,0,0,44,0,0,2,0,2,0,0,0,1,0,0,0,0,5,0,0,0,6,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,31,5,1,0,1,0,0,0,8,24,0,2,0,0,7,0,4,3,24,0,0,4,0,3,0,56,20,0,0,6,0,0,2,0,0,0,0,10,0,0,6,0,3,4,0,0,0,104,3,0,7,0,1,0,0,0,0,12,0,1,2,0,0,5,0,0,0,9,0,0,0,0,1,0,0,0,0,0,14,0,0
"6787x4074",3,0,7,16,2,4,6,0,39,0,20,0,2,2,5,0,0,0,11,1,0,0,0,0,0,2,0,1,2,0,11,1,0,21,1,0,13,0,1,0,0,46,24,0,0,0,0,2,0,1,0,0,0,0,14,28,4,0,0,3,2,9,0,0,12,1,0,4,0,0,0,0,0,6,0,1,1,0,0,0,0,0,2,6,5,0,0,0,0,0,2,5,0,1,7,4,2,5,0,8,6,0,7,0,0,0,0,0,0,0,0,24,0,0,13,14,0,1,0,0,1,7,1,10,0,5,0,0,0,0,0,1,28,0,0,10,0,0,6,0,0,1,10,0,0,0,33,0,2,0,0,73,3,0,0,0,0,5,0,0,0,0,0,0,5,0
"6843x5427",12,0,0,2,0,6,0,0,10,0,0,2,0,0,5,0,0,0,7,3,0,0,0,0,0,10,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,6,6,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,8,9,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,33,2,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0
"6807x2682",0,1,7,0,4,7,0,0,47,0,4,0,0,0,0,0,0,0,18,19,1,0,3,1,43,0,14,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,16,0,0,5,0,1,0,0,0,0,0,0,0,1,12,8,0,2,0,0,0,2,0,0,1,9,2,0,0,0,0,0,3,0,0,0,2,0,2,0,3,0,2,4,4,0,0,1,0,16,0,7,15,2,1,0,0,4,0,2,4,3,0,0,2,5,0,0,18,5,3,1,2,0,0,0,0,0,0,1,6,0,0,8,0,6,1,0,0,0,98,1,1,3,0,0,54,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,7,11,4,1
"6800x6478",3,2,1,0,3,14,0,2,42,1,0,2,0,1,0,1,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,1,0,0,25,11,0,0,1,0,1,1,0,2,0,0,0,0,0,6,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,9,0,18,0,4,0,0,1,0,2,0,1,11,0,0,0,1,4,0,13,3,1,0,0,0,0,7,0,16,0,11,1,5,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0,0,0,33,0,1,0,0,0,6,0,0,1,1,0,0,0,19,0,2,0,0,19,0,0,0,0,0,7,0,0,6,0,0,0,1,0
"6867x600",0,0,14,1,1,1,0,0,13,0,8,0,0,0,0,0,0,0,3,3,0,1,5,0,2,7,0,1,0,0,0,0,0,5,0,0,0,0,0,7,0,2,10,0,0,0,0,0,7,0,0,0,0,0,7,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,0,12,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,3,1,0
"6857x3481",0,2,19,0,0,4,0,4,45,0,20,0,0,0,1,0,0,0,8,9,0,0,0,0,6,0,0,0,0,0,0,15,0,11,0,0,4,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,3,0,0,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,14,0,0,0,0,10,0,0,0,0,0,0,0,9,0,1,4,7,0,0,12,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,4,0,0,0,0,33,0,0,0,4,1,0,0,7,0,0,7,0,0,0,0,1,0,0,0,0,0,16,6,0,0,8,0
"6934x5074",3,0,31,0,3,12,0,12,29,0,17,0,3,0,2,0,0,0,18,7,12,0,0,0,2,0,0,0,3,1,1,3,0,7,0,0,31,0,13,3,0,34,43,0,0,36,0,0,2,1,0,0,0,0,0,0,18,0,0,0,4,0,1,9,0,1,1,7,0,2,0,0,0,2,0,1,9,0,9,1,0,0,0,0,0,7,13,0,6,0,0,0,1,5,0,15,0,5,0,4,0,19,10,2,0,0,1,0,1,0,24,14,3,4,10,0,0,1,0,0,0,0,11,0,0,1,3,1,0,0,0,9,111,3,0,16,0,6,379,0,23,0,20,0,0,0,1,0,9,1,0,13,1,0,3,0,2,3,0,0,29,4,4,8,18,0
"6860x818",0,0,10,1,1,6,0,0,19,0,9,0,0,0,0,0,0,0,6,5,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,3,0,10,31,0,0,19,0,4,0,0,0,4,0,0,10,9,17,0,0,0,0,23,0,1,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,4,6,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"6887x3674",0,4,21,0,0,1,0,3,13,0,10,1,0,0,22,0,0,0,4,1,0,0,0,0,0,6,1,0,0,0,0,8,0,4,0,0,3,0,1,2,0,0,13,0,0,12,0,0,7,0,0,0,0,0,19,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,0,0,0,0,0,1,0,7,0,0,9,0,0,0,7,4,0,0,0,0,19,0,0,1,28,1,0,7,0,0,6,8,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,11,0,0,955,0,4,2,2,1,0,0,8,0,4,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
"6893x2064",5,0,9,0,2,16,0,1,42,6,21,0,0,9,0,0,0,0,3,5,2,0,0,0,0,0,8,0,0,1,10,0,4,2,0,0,30,3,0,0,6,0,50,0,0,6,0,11,0,0,0,0,0,0,26,40,21,0,0,1,14,0,0,3,0,0,2,10,0,0,1,0,0,0,0,0,6,0,6,0,0,0,7,0,5,0,0,0,2,2,0,0,0,2,8,0,0,5,0,0,1,2,1,15,0,0,1,0,0,0,0,2,0,0,1,1,0,0,33,0,0,0,2,0,0,0,0,0,9,0,0,11,35,2,0,10,1,0,528,2,0,35,2,0,0,0,1,2,0,2,0,22,0,0,0,0,7,0,0,0,0,0,3,3,9,0
